datetime,duration,glucose
2020-03-03 11:24:52,55.15260416666667,102.0
2020-03-03 11:29:52,55.15260416666667,100.0
2020-03-03 11:34:52,55.15260416666667,100.0
2020-03-03 11:39:53,55.15260416666667,102.0
2020-03-03 11:44:53,55.15260416666667,101.0
2020-03-03 11:49:52,55.15260416666667,99.0
2020-03-03 11:54:51,55.15260416666667,97.0
2020-03-03 11:59:52,55.15260416666667,95.0
2020-03-03 12:04:52,55.15260416666667,95.0
2020-03-03 12:09:52,55.15260416666667,97.0
2020-03-03 12:14:53,55.15260416666667,98.0
2020-03-03 12:19:52,55.15260416666667,98.0
2020-03-03 12:24:52,55.15260416666667,97.0
2020-03-03 12:29:52,55.15260416666667,96.0
2020-03-03 12:34:52,55.15260416666667,93.0
2020-03-03 12:39:52,55.15260416666667,88.0
2020-03-03 12:44:52,55.15260416666667,85.0
2020-03-03 12:49:50,55.15260416666667,86.0
2020-03-03 12:54:52,55.15260416666667,88.0
2020-03-03 12:59:51,55.15260416666667,89.0
2020-03-03 13:04:51,55.15260416666667,86.0
2020-03-03 13:09:51,55.15260416666667,83.0
2020-03-03 13:14:52,55.15260416666667,82.0
